"id","rule","origin_tax","tax","group"
"fptt_pymes_irpf1_10","fp_pymes_irpf1","iva_pymes_sop_10","iva_pymes_sop_10","tax_group_purchase_pymes"
"fptt_pymes_irpf1_10_2","fp_pymes_irpf1","iva_pymes_sop_10","irpf_pymes_1","tax_group_purchase_pymes"
"fptt_pymes_irpf1_4","fp_pymes_irpf1","iva_pymes_sop_4","iva_pymes_sop_4","tax_group_purchase_pymes"
"fptt_pymes_irpf1_4_2","fp_pymes_irpf1","iva_pymes_sop_4","irpf_pymes_1","tax_group_purchase_pymes"
"fptt_pymes_irpf21sale_ex","fp_pymes_irpf21","iva_pymes_rep_ex","iva_pymes_rep_ex","tax_group_sale_pymes"
"fptt_pymes_irpf21sale_ex_2","fp_pymes_irpf21","iva_pymes_rep_ex","irpf_pymes_sale_21","tax_group_sale_pymes"
"fptt_pymes_irpf20sale_ex","fp_pymes_irpf20","iva_pymes_rep_ex","iva_pymes_rep_ex","tax_group_sale_pymes"
"fptt_pymes_irpf20sale_ex_2","fp_pymes_irpf20","iva_pymes_rep_ex","irpf_pymes_sale_20","tax_group_sale_pymes"
"fptt_pymes_irpf19sale_ex","fp_pymes_irpf19","iva_pymes_rep_ex","iva_pymes_rep_ex","tax_group_sale_pymes"
"fptt_pymes_irpf19sale_ex_2","fp_pymes_irpf19","iva_pymes_rep_ex","irpf_pymes_sale_19","tax_group_sale_pymes"
"fptt_pymes_irpf18sale_ex","fp_pymes_irpf18","iva_pymes_rep_ex","iva_pymes_rep_ex","tax_group_sale_pymes"
"fptt_pymes_irpf18sale_ex_2","fp_pymes_irpf18","iva_pymes_rep_ex","irpf_pymes_sale_18","tax_group_sale_pymes"
"fptt_pymes_irpf15sale_ex","fp_pymes_irpf15","iva_pymes_rep_ex","iva_pymes_rep_ex","tax_group_sale_pymes"
"fptt_pymes_irpf15sale_ex_2","fp_pymes_irpf15","iva_pymes_rep_ex","irpf_pymes_sale_15","tax_group_sale_pymes"
"fptt_pymes_irpf9sale_ex","fp_pymes_irpf9","iva_pymes_rep_ex","iva_pymes_rep_ex","tax_group_sale_pymes"
"fptt_pymes_irpf9sale_ex_2","fp_pymes_irpf9","iva_pymes_rep_ex","irpf_pymes_sale_9","tax_group_sale_pymes"
"fptt_pymes_irpf7sale_ex","fp_pymes_irpf7","iva_pymes_rep_ex","iva_pymes_rep_ex","tax_group_sale_pymes"
"fptt_pymes_irpf7sale_ex_2","fp_pymes_irpf7","iva_pymes_rep_ex","irpf_pymes_sale_7","tax_group_sale_pymes"
"fptt_pymes_irpf2sale_ex","fp_pymes_irpf2","iva_pymes_rep_ex","iva_pymes_rep_ex","tax_group_sale_pymes"
"fptt_pymes_irpf2sale_ex_2","fp_pymes_irpf2","iva_pymes_rep_ex","irpf_pymes_sale_2","tax_group_sale_pymes"
"fptt_pymes_irpf1sale_ex","fp_pymes_irpf1","iva_pymes_rep_ex","iva_pymes_rep_ex","tax_group_sale_pymes"
"fptt_pymes_irpf1sale_ex_2","fp_pymes_irpf1","iva_pymes_rep_ex","irpf_pymes_sale_1","tax_group_sale_pymes"
"fptt_pymes_irpf21_0","fp_pymes_irpf21","iva_pymes_sop_ex","iva_pymes_sop_ex","tax_group_purchase_pymes"
"fptt_pymes_irpf21_0_2","fp_pymes_irpf21","iva_pymes_sop_ex","irpf_pymes_21","tax_group_purchase_pymes"
"fptt_pymes_irpf20_0","fp_pymes_irpf20","iva_pymes_sop_ex","iva_pymes_sop_ex","tax_group_purchase_pymes"
"fptt_pymes_irpf20_0_2","fp_pymes_irpf20","iva_pymes_sop_ex","irpf_pymes_20","tax_group_purchase_pymes"
"fptt_pymes_irpf19_0","fp_pymes_irpf19","iva_pymes_sop_ex","iva_pymes_sop_ex","tax_group_purchase_pymes"
"fptt_pymes_irpf19_0_2","fp_pymes_irpf19","iva_pymes_sop_ex","irpf_pymes_19","tax_group_purchase_pymes"
